,reviews,sentiment,int_category
10703,comments look what you’ve started  😂 thatpage dividedopinion,strongly positive,1.0
10704,rts for  robux from  da great houdini 😂,strongly positive,1.0
10705,aint gon do anything 😂,strongly positive,1.0
10706,of the harry pics i saved from today are pixelated  i’m not gonna settle hq is what i intended to have on my phone  i’m getting that 😂,strongly positive,1.0
10707,of the mothafuckas in our city 😂,strongly positive,1.0
10708,of the music i listen to is sad asf 😭,negative,2.0
10709,and i’m drained 😂,strongly positive,1.0
10710,ers my new nd favorite team only bc of him 😂,strongly positive,1.0
10711,st min 😂,strongly positive,1.0
10712,hours sleep just was divided into two  hours in the night and hours in the morning sleeplikeaboss 😂,strongly positive,1.0
10713,hrs of sleep 🙃 first time to on a weekday ah 😂,strongly positive,1.0
10714,laily walla 😂😂😭,strongly positive,1.0
10715,pp a rays 😂,strongly positive,1.0
10716,th daylooking haggard af but soo ready to put this week behind me 😭,negative,2.0
10717,⚜️ | im bouta make a gumbo 😂,strongly positive,1.0
10718,am classes on fridays next semester rip me,sarcasm,4.0
10719,am daw nag mass hantod nahimong alas  and karon  napud wow the best jod ning san jose when it comes to dissemination of info 😡,strongly negtive,0.0
10720,am math classes are wonderful,sarcasm,4.0
10721,game win streak hell ya mean 😂,strongly positive,1.0
10722,hour shift on black friday my th birthday 😭 rip,negative,2.0
10723,l’s in a row pls come through with the aj’s  😭,negative,2.0
10724,million tonnes of plastic dumped into the ocean every year 😕 blueplanet,neutral,5.0
10725,minutes in and boris johnson’s dad has already planned how he’s fucking up jamie vardys marriage and then banging his missus 😂 iacgmooh,strongly positive,1.0
10726,minutes in and i already love boris johnson’s dad 😂 imacelebrity,strongly positive,1.0
10727,months of breastfeeding  its just starting to hurt 😕,neutral,5.0
10728,more days til bootcamp 😭,negative,2.0
10729,more to go 😭,negative,2.0
10730,o’clock don’t got a 🚗 car 😂,strongly positive,1.0
10731,page paper due in two days lets go mah boi 😭,negative,2.0
10732,people told me how much me and my bonus son look alike today word gonna get back to his momma and she gonna flip out 😂,strongly positive,1.0
10733,picks is the single game record for a qb we could be about to witness history 😂,strongly positive,1.0
10734,tweets in and he doesn’t even notice 😂,strongly positive,1.0
10735,wheetabix for night shift 😂,strongly positive,1.0
10736,wins in a row yoo im hype 😂,strongly positive,1.0
10737,the fact that old habits never die and they still have snacksdrinks when theyre live 😂,strongly positive,1.0
10738,i signed up for  still haven’t received my card yet i’ve been charged for  months now  non responsive 😡,strongly negtive,0.0
10739,taking so long to get here 😭,negative,2.0
10740,+ hour shifts every single day starting tomorrow for black friday week 😭,negative,2.0
10741,sure i’ll be spending thanksgiving alone with my dog this year 😭,negative,2.0
10742,and youre fuming at my tweets im crying 😂,strongly positive,1.0
10743,is definetly better than your team 😂,strongly positive,1.0
10744,sounds real trash 😂,strongly positive,1.0
10745,youre so adorable 😂 youre so quiet in asb but just wait till i get back to school ans we are gonna be talking up a storm 😉 😂,positive,3.0
10746,did they survey everyone over  😂 imaceleb,strongly positive,1.0
10747,if people would rather stay in and have a cup of tea rather than go on a date what a boring world 😂,strongly positive,1.0
10748,of british people would rather sit home with a tea than go out on a date thats the spirit 😂,strongly positive,1.0
10749,of british people would rather stay at home and have a cup of tea than go on a date 😂,strongly positive,1.0
10750,of brits would choose a cup of tea over proper dates why doesnt this actually surprise me though 😂 us brits love our tea imaceleb,strongly positive,1.0
10751,of brits would prefer to stay in for tea and biscuits than go out on a date so proud to be british rn 😂 imaceleb,strongly positive,1.0
10752,of brits would rather stay in and have tea and biscuit than go on a date i am one of those people 😂 imaceleb,strongly positive,1.0
10753,would rather stay in and have tea and biscuits than go out on a date 😂😂😂  😂,strongly positive,1.0
10754,😳 i sense some cheap dates coming 😂 imaceleb,strongly positive,1.0
10755,th and i’m not even from here he southside 😂,strongly positive,1.0
10756,words into my logbookportfolio still on week  😂,strongly positive,1.0
10757,am class 😥 pls let me go home early today 😭,negative,2.0
10758,am to pm gone la 😭,negative,2.0
10759,am to pm gone la i won’t make it for the first  hours 😭,negative,2.0
10760,hrs worky waiting for meh 😂,strongly positive,1.0
10761,pm wya i wanna go to bed 😭,negative,2.0
10762,pmam shift then a pmpm shift  😭 how am i alive rn,negative,2.0
10763,th annual fox vending christmas photothis years themetake a guess  love that so many of the crew got their ugly sweater on 😂,strongly positive,1.0
10764,th member from the group jackson mah man 😭 he’s such a sweetheart 😍 btsxamas amas,negative,2.0
10765,match accy let down by celtic  and rangers  why why why piss ed off tweet,sarcasm,4.0
10766,on my seminar  pretty great for being such a busy week ✊,sarcasm,4.0
10767,a bear skin neck of topaz and cloudy 😂,strongly positive,1.0
10768,a beautiful ass tb 😭 need to get my hair back to looking like this again 😷,negative,2.0
10769,a beautiful best friend bs kefya negativity 😂 bs i love her so much wallah ❤️,strongly positive,1.0
10770,a beautiful best friend bs kefya negativity 😂 bs i love her so much wallah ❤️,strongly positive,1.0
10771,a bed bath and beyond of opal and clouds i cant 😂,strongly positive,1.0
10772,a bestfriend i don’t have one 😂,strongly positive,1.0
10773,a big ass deer just ran in front of this car 😭,negative,2.0
10774,a big ass weight has been lifted off my shoulders 😭,negative,2.0
10775,a big mood 😭,negative,2.0
10776,a big shoutout to all those people who write answers in textbooks,sarcasm,4.0
10777,a big thanks to my math professor for blessing me with no class today 😂,strongly positive,1.0
10778,a bird from the saturdays has got quicker reactions that khan 😂,strongly positive,1.0
10779,a bird just walked by me in the library like it was nbd literally no one so much as looked up austin is too chill sometimes 😂,strongly positive,1.0
10780,a bit of nostalgia for you 😂 cassette martinmolloy  radio champagnecomedy,strongly positive,1.0
10781,a bitch bouta go out to eat by herself like she always does 😭,negative,2.0
10782,a bitch cant ever say i did nothing 😂,strongly positive,1.0
10783,a bitch could never fuck my selfesteem up 😂 thats,strongly positive,1.0
10784,a bitch is blessed is all i gotta say 😭,negative,2.0
10785,a bitch is broke asf 😂,strongly positive,1.0
10786,a bitch like me always shake back with the quickness 😂,strongly positive,1.0
10787,a bitch might not be single for long 😭,negative,2.0
10788,a bitch said we aint progressing because we didnt pay her bills first of all shut the fuck up dumb bitch ass hoe 😂,strongly positive,1.0
10789,a bitch was jackin at  this morning 😂 im mf tied,strongly positive,1.0
10790,a bitch wont tell you who tf did her hair or where she got some shit from but be so quick to tell a bitch her nigga cheating 😭 shit crazy,negative,2.0
10791,a black and white fox 😂 thegreengreengrass,strongly positive,1.0
10792,a black cat just crossed my path is that good luck or bad luck being an ex warlock you would think i would know charmed 😂,strongly positive,1.0
10793,a bonding experience 😂,strongly positive,1.0
10794,a boogie can just talk nonsense on a track and ima still love it 😭,negative,2.0
10795,a boogie do some to me 😂,strongly positive,1.0
10796,a boogie never gets old 😭,negative,2.0
10797,a boogie with the hoodie drowning on ignorant levels with a suit on 😂,strongly positive,1.0
10798,a boxer out done by a made in chelsea star what a big tart 😭,negative,2.0
10799,a broken thumb that’ll stop him kicking a ball 😂,strongly positive,1.0
10800,a brother couldnt even get a how was work bby 😂,strongly positive,1.0
10801,a bts member blew off an actress apparently last night at the amas 😂 bts btsxamas btsxama,strongly positive,1.0
10802,a bunch of damn people 😂,strongly positive,1.0
10803,a bunch of grown men giving each other concussions on tv is fine though 😂 let that man live,strongly positive,1.0
10804,a bunny was jamming and eating 😂 btsxama,strongly positive,1.0
10805,a bus full of school kids and old ppl are ew 😭,negative,2.0
10806,a camera operators worst nightmare 😂 newsbloopers,strongly positive,1.0
10807,a car wash 😂,strongly positive,1.0
10808,a carat with cancer received a sign album from seventeen and made her dreams come true 😭,negative,2.0
10809,a carson 😂,strongly positive,1.0
10810,a cat hahah so sudd 😂 amas,strongly positive,1.0
10811,a cat tried doing this to me but i quickly got up because i thought it wanted to hit my face 😂,strongly positive,1.0
10812,a cat 😂 amas,strongly positive,1.0
10813,a central high school classic 😭,negative,2.0
10814,a central high school classic 😭,negative,2.0
10815,a child gasped and called me mrs claus today 😂,strongly positive,1.0
10816,a chip shot at  😂,strongly positive,1.0
10817,a chocolate covered pickle do kinda sound good 😂,strongly positive,1.0
10818,a chocolate man is good for ya soul 😭,negative,2.0
10819,a christmas fun fact during the  performance at the toronto santa claus parade 😂,strongly positive,1.0
10820,a christmas story rly my movie 😂,strongly positive,1.0
10821,a classic nipple 😂,strongly positive,1.0
10822,a classic 😂,strongly positive,1.0
10823,a classic 😂,strongly positive,1.0
10824,a classic 😂,strongly positive,1.0
10825,a classic 😂,strongly positive,1.0
10826,a classic 😂,strongly positive,1.0
10827,a classic 😭,negative,2.0
10828,a clean house  a fridge full of food  and a loaded bowl  today has been a success,sarcasm,4.0
